Crop,QueryType,StateName
Wheat,Weed Management,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Paddy (Dhan),Government Schemes,PUNJAB
Others,Crop Insurance,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Maize (Makka),Varieties,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Mango,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Tomato,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Onion,Cultural Practices,PUNJAB
Bhindi(Okra/Ladysfinger),Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weather,PUNJAB
Others,Weather,PUNJAB
Sunflower (suryamukhi),Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Citrus,Weather,PUNJAB
Others,Weather,PUNJAB
Potato,	Plant Protection	,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Turmeric,Cultural Practices,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Pea (Vegetable),Nursery Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Barseem,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Guava,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Potato,	Plant Protection	,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,	Water Management	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Weed Management,PUNJAB
Pea (Vegetable),"Water Management, Micro Irrigation",PUNJAB
Tomato,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),Nutrient Management,PUNJAB
Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Credit,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Cultural Practices,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Guava,Cultural Practices,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Marigold,	Plant Protection	,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Credit,PUNJAB
Others,Weather,PUNJAB
Wheat,Market Information,PUNJAB
Others,Sowing Time and Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weed Management,PUNJAB
Others,Government Schemes,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Guava,Seeds,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Spinach (Palak),Bio-Pesticides and Bio-Fertilizers,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Peas (field peas/ garden peas/matar),Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Citrus,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Watermelon,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Government Schemes,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
fodder maize ,Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Bhindi(Okra/Ladysfinger),Seeds and Planting Material,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Pea (Vegetable),Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Cultural Practices,PUNJAB
Barseem,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Sunflower (suryamukhi),Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Potato,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Barseem,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Potato,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Brinjal,Seeds and Planting Material,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
"Bovine(Cow,Buffalo)",Animal Nutrition,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
"Bovine(Cow,Buffalo)",Disease Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Ber,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Bio-Pesticides and Bio-Fertilizers,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Water Management	,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Nutrient Management,PUNJAB
Wheat,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Bitter Gourd,Seeds and Planting Material,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Market Information,PUNJAB
Others,Weather,PUNJAB
Others,Cultural Practices,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Musk Melon,Cultural Practices,PUNJAB
Sunflower (suryamukhi),Varieties,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,	Plant Protection	,PUNJAB
Wheat,Weed Management,PUNJAB
Others,Weather,PUNJAB
Paddy (Dhan),Varieties,PUNJAB
Wheat,Nutrient Management,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Others,Weather,PUNJAB
Wheat,Fertilizer Use and Availability,PUNJAB
Others,Weather,PUNJAB
Others,Training and Exposure Visits,PUNJAB
Others,Weather,PUNJAB
