index,Sector,Category,Crop,QueryType,StateName,DistrictName
22712,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22713,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22714,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22715,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22716,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22717,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22718,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22719,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22720,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22721,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22722,AGRICULTURE,Cereals,Wheat,Sowing Time and Weather,PUNJAB,PATIALA
22723,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22724,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22725,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22726,AGRICULTURE,Cereals,Wheat,Varieties,PUNJAB,PATIALA
22727,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22728,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22729,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22730,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22731,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22732,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22733,AGRICULTURE,Cereals,Wheat,Varieties,PUNJAB,PATIALA
22734,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22735,AGRICULTURE,Cereals,Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB,PATIALA
22736,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22737,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22738,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22739,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22740,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22741,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22742,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22743,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22744,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22745,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22746,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22747,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22748,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22749,HORTICULTURE,Vegetables,Onion,Nutrient Management,PUNJAB,PATIALA
22750,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22751,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22752,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22753,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22754,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22755,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22756,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22757,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22758,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22759,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22760,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22761,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22762,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22763,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22764,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,PUNJAB,PATIALA
22765,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22766,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22767,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22768,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22769,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22770,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22771,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22772,AGRICULTURE,Cereals,Barley (Jau),Varieties,PUNJAB,PATIALA
22773,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22774,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22775,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22776,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22777,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22778,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,PUNJAB,PATIALA
22779,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22780,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22781,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22782,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22783,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22784,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22785,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22786,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22787,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22788,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22789,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22791,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22793,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22794,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22795,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22796,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22797,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22798,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22799,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22800,HORTICULTURE,Condiments and Spices,Garlic,Cultural Practices,PUNJAB,PATIALA
22801,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22802,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22803,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22804,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22805,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22806,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22807,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22808,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22809,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22810,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22811,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22813,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22815,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22816,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22817,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22818,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22819,AGRICULTURE,Fodder Crops,Other,Varieties,PUNJAB,PATIALA
22820,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22821,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22822,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22823,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22824,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22825,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22826,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
22827,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22828,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22829,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22830,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22831,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22832,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22833,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22834,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22836,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22837,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22839,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22840,AGRICULTURE,Cereals,Wheat,Weather,PUNJAB,PATIALA
22841,AGRICULTURE,Cereals,Wheat,Weather,PUNJAB,PATIALA
22842,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22843,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22844,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22845,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22846,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22847,AGRICULTURE,Cereals,Wheat,Bio-Pesticides and Bio-Fertilizers,PUNJAB,PATIALA
22848,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22849,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22850,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22851,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22852,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22853,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22854,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22855,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22856,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22858,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22859,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22860,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22862,AGRICULTURE,Others,Others,	Plant Protection	,PUNJAB,PATIALA
22863,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22864,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22865,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22866,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22867,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22868,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22869,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
22870,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22871,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22872,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22873,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22874,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22875,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22876,HORTICULTURE,Vegetables,Pea (Vegetable),	Plant Protection	,PUNJAB,PATIALA
22877,AGRICULTURE,Fodder Crops,Barseem,Nutrient Management,PUNJAB,PATIALA
22878,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22879,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22880,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22881,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22882,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22883,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22884,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22885,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22886,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22887,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22888,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22889,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22890,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22891,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22892,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22893,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22894,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22895,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22896,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22897,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22898,HORTICULTURE,Vegetables,Pea (Vegetable),Market Information,PUNJAB,PATIALA
22899,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22900,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22901,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22902,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22903,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22904,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22905,HORTICULTURE,Vegetables,Potato,	Plant Protection	,PUNJAB,PATIALA
22906,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22907,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22908,AGRICULTURE,Cereals,Wheat,Varieties,PUNJAB,PATIALA
22909,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22910,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22911,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22912,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22913,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22914,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22916,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22917,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22918,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22919,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22920,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22921,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22922,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22923,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22924,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22925,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22926,AGRICULTURE,Others,Others,Weed Management,PUNJAB,PATIALA
22927,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22928,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22929,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22930,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22931,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22932,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22933,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22934,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22936,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22937,AGRICULTURE,Cereals,Wheat,Market Information,PUNJAB,PATIALA
22938,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22939,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22940,AGRICULTURE,Oilseeds,Brown Sarson,Weed Management,PUNJAB,PATIALA
22941,HORTICULTURE,Vegetables,Radish,Fertilizer Use and Availability,PUNJAB,PATIALA
22943,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22944,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22945,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22946,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22947,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22950,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22951,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22953,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22954,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22956,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22957,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22958,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22959,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22960,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22961,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22962,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
22963,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22964,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22965,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22966,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22967,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22968,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22969,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Sowing Time and Weather,PUNJAB,PATIALA
22970,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22971,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22972,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22973,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22974,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22975,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22976,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
22977,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22978,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22979,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22980,AGRICULTURE,Others,Others,Nutrient Management,PUNJAB,PATIALA
22981,AGRICULTURE,Others,Others,Weed Management,PUNJAB,PATIALA
22982,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22983,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22984,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22985,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22986,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
22987,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22988,HORTICULTURE,Vegetables,Onion,	Plant Protection	,PUNJAB,PATIALA
22990,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
22991,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22992,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22993,AGRICULTURE,Others,Others,Crop Insurance,PUNJAB,PATIALA
22994,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
22995,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22996,AGRICULTURE,Others,Others,Government Schemes,PUNJAB,PATIALA
22997,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
22998,AGRICULTURE,Cereals,Wheat,	Water Management	,PUNJAB,PATIALA
22999,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23000,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23001,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23002,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23003,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23004,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23005,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23006,HORTICULTURE,Vegetables,Pea (Vegetable),Cultural Practices,PUNJAB,PATIALA
23007,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23008,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23009,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23010,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23011,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23012,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23013,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23014,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23015,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23016,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23017,AGRICULTURE,Others,Others,Cultural Practices,PUNJAB,PATIALA
23018,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23019,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23020,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23021,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23022,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23023,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23024,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23025,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23026,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23027,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23028,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,PUNJAB,PATIALA
23029,AGRICULTURE,Others,Others,Crop Insurance,PUNJAB,PATIALA
23030,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23031,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23032,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23033,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23034,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,PUNJAB,PATIALA
23035,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23036,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23037,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23038,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23039,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23040,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23041,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23042,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23043,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23044,AGRICULTURE,Others,Others,Training and Exposure Visits,PUNJAB,PATIALA
23045,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23046,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23047,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23048,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23049,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23050,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23051,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23053,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23054,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23055,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23057,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23058,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23059,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23060,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23061,AGRICULTURE,Millets,Maize (Makka),Varieties,PUNJAB,PATIALA
23062,AGRICULTURE,Cereals,Wheat,Cultural Practices,PUNJAB,PATIALA
23063,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23065,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23066,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23067,AGRICULTURE,Cereals,Wheat,Nutrient Management,PUNJAB,PATIALA
23068,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23069,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23070,HORTICULTURE,Fruits,Mango,Cultural Practices,PUNJAB,PATIALA
23071,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23072,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,PUNJAB,PATIALA
23073,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23074,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23075,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23077,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23078,AGRICULTURE,Cereals,Wheat,Weed Management,PUNJAB,PATIALA
23079,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23080,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23081,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23082,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23083,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23084,AGRICULTURE,Cereals,Wheat,	Plant Protection	,PUNJAB,PATIALA
23085,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23086,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23087,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23088,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23089,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23090,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
23091,AGRICULTURE,Others,Others,Weather,PUNJAB,PATIALA
